checksum1,checksum2,dataset,dataset_type,join_chunk,join_count,join_schedule,join_task_grain,join_threads,join_throughput,join_time,max_key,mpi_nodes,mpi_partition_strategy,mpi_processes,nr,ns,offset_task_grain,partition_block_size,partition_chunk,partition_schedule,partition_task_grain,partition_threads,partition_throughput,partition_time,skew_fraction,skew_partition_fraction,time_sec,total_throughput,verified
15276860386417358078,1613137622612474084,uniform,uniform,0,16,static,1,1,12568406.559191,0.000002,8,1,block,1,10,12,1,32768,0,static,1,1,9965121.336427,0.000002,0.000000,1.000000,0.000005,4672136.101266,true
