checksum1,checksum2,join_count,join_threads,join_throughput,join_time,max_key,nr,ns,partition_threads,partition_throughput,partition_time,time_sec,total_throughput
6185417096973469475,16931092769743058723,2499986166,1,49522787.818557,2.019272,1000000,50000000,50000000,1,51266622.809191,1.950587,3.972120,25175475.348903
6185417096973469475,16931092769743058723,2499986166,1,41842379.199950,2.389921,1000000,50000000,50000000,1,51058463.731374,1.958539,4.350580,22985442.697851
6185417096973469475,16931092769743058723,2499986166,1,49760242.366661,2.009637,1000000,50000000,50000000,1,51373578.667057,1.946526,3.958238,25263766.554388
6185417096973469475,16931092769743058723,2499986166,1,42039388.563859,2.378722,1000000,50000000,50000000,1,51593536.715740,1.938227,4.319229,23152279.292118
6185417096973469475,16931092769743058723,2499986166,1,41714828.082831,2.397229,1000000,50000000,50000000,1,51170269.812453,1.954260,4.353771,22968593.776142
