checksum1,checksum2,dataset_type,join_chunk,join_count,join_schedule,join_threads,join_throughput,join_time,max_key,mpi_active_ranks,mpi_nodes,mpi_partition_strategy,mpi_processes,mpi_world_size,nr,ns,partition_block_size,partition_chunk,partition_schedule,partition_threads,partition_throughput,partition_time,time_sec,total_throughput,verified
12610816366499644757,12079717592018431889,skewed_90_5,4,40578723119,guided,4,201366677.561085,0.496606,1000000,1,1,block,1,1,50000000,50000000,32768,4,guided,4,199553674.342368,0.501118,7.576718,13198326.907235,false
12610816366499644757,12079717592018431889,skewed_90_5,4,40578723119,guided,4,202783742.744630,0.493136,1000000,1,1,cyclic,1,1,50000000,50000000,32768,4,guided,4,189920411.288938,0.526536,5.968303,16755181.428455,false
12610816366499644757,12079717592018431889,skewed_90_5,4,40578723119,guided,16,229240341.319402,0.436223,1000000,1,1,block,1,1,50000000,50000000,32768,4,guided,4,200001421.580882,0.499996,7.516684,13303737.853736,false
12610816366499644757,12079717592018431889,skewed_90_5,4,40578723119,guided,16,242975787.257502,0.411564,1000000,1,1,cyclic,1,1,50000000,50000000,32768,4,guided,4,202890862.799232,0.492876,5.850758,17091801.089139,false
12610816366499644757,12079717592018431889,skewed_90_5,4,40578723119,guided,4,202290373.635906,0.494339,1000000,1,1,block,1,1,50000000,50000000,32768,4,guided,16,274570680.188980,0.364205,7.435534,13448933.351269,false
12610816366499644757,12079717592018431889,skewed_90_5,4,40578723119,guided,4,197667284.791163,0.505901,1000000,1,1,cyclic,1,1,50000000,50000000,32768,4,guided,16,272547300.814139,0.366909,5.815131,17196516.093937,false
12610816366499644757,12079717592018431889,skewed_90_5,4,40578723119,guided,16,232260895.802281,0.430550,1000000,1,1,block,1,1,50000000,50000000,32768,4,guided,16,272585374.795648,0.366858,7.375645,13558136.140465,false
12610816366499644757,12079717592018431889,skewed_90_5,4,40578723119,guided,16,244175661.510844,0.409541,1000000,1,1,cyclic,1,1,50000000,50000000,32768,4,guided,16,273035470.231103,0.366253,5.719741,17483310.460251,false
12610816366499644757,12079717592018431889,skewed_90_5,4,40578723119,guided,4,199751633.764077,0.500622,1000000,4,1,block,4,4,50000000,50000000,32768,4,guided,4,289530609.913392,0.345387,2.909269,34372890.348791,false
12610816366499644757,12079717592018431889,skewed_90_5,4,40578723119,guided,4,453866261.554921,0.220329,1000000,4,1,cyclic,4,4,50000000,50000000,32768,4,guided,4,724161396.844762,0.138091,1.746265,57265082.868366,false
12610816366499644757,12079717592018431889,skewed_90_5,4,40578723119,guided,16,235018102.714998,0.425499,1000000,4,1,block,4,4,50000000,50000000,32768,4,guided,4,289129335.986179,0.345866,2.823586,35415961.706375,false
12610816366499644757,12079717592018431889,skewed_90_5,4,40578723119,guided,16,208417415.689462,0.479806,1000000,4,1,cyclic,4,4,50000000,50000000,32768,4,guided,4,378656053.509954,0.264092,2.020141,49501487.846027,false
12610816366499644757,12079717592018431889,skewed_90_5,4,40578723119,guided,4,196654085.520056,0.508507,1000000,4,1,block,4,4,50000000,50000000,32768,4,guided,16,305643593.156533,0.327178,2.918232,34267327.817381,false
12610816366499644757,12079717592018431889,skewed_90_5,4,40578723119,guided,4,435358571.550788,0.229696,1000000,4,1,cyclic,4,4,50000000,50000000,32768,4,guided,16,665608716.715715,0.150238,1.727738,57879136.777788,false
12610816366499644757,12079717592018431889,skewed_90_5,4,40578723119,guided,16,247523041.176142,0.404003,1000000,4,1,block,4,4,50000000,50000000,32768,4,guided,16,300898177.881832,0.332338,2.799672,35718468.545722,false
12610816366499644757,12079717592018431889,skewed_90_5,4,40578723119,guided,16,212005835.266387,0.471685,1000000,4,1,cyclic,4,4,50000000,50000000,32768,4,guided,16,346289376.344774,0.288776,2.041567,48981993.646834,false
12610816366499644757,12079717592018431889,skewed_90_5,4,40578723119,guided,4,192573059.376421,0.519283,1000000,8,1,block,8,8,50000000,50000000,32768,4,guided,4,239161527.756273,0.418127,2.173490,46008957.857834,false
12610816366499644757,12079717592018431889,skewed_90_5,4,40578723119,guided,4,340048341.038536,0.294076,1000000,8,1,cyclic,8,8,50000000,50000000,32768,4,guided,4,801445851.420459,0.124774,1.142729,87509826.073363,false
12610816366499644757,12079717592018431889,skewed_90_5,4,40578723119,guided,16,318071691.733879,0.314395,1000000,8,1,block,8,8,50000000,50000000,32768,4,guided,4,260276420.098838,0.384207,1.929563,51825201.594257,false
12610816366499644757,12079717592018431889,skewed_90_5,4,40578723119,guided,16,121696956.690859,0.821713,1000000,8,1,cyclic,8,8,50000000,50000000,32768,4,guided,4,370516460.987258,0.269894,1.710444,58464361.127099,false
12610816366499644757,12079717592018431889,skewed_90_5,4,40578723119,guided,4,198790394.330571,0.503042,1000000,8,1,block,8,8,50000000,50000000,32768,4,guided,16,275723718.965393,0.362682,2.096367,47701568.505265,false
12610816366499644757,12079717592018431889,skewed_90_5,4,40578723119,guided,4,319392763.682501,0.313094,1000000,8,1,cyclic,8,8,50000000,50000000,32768,4,guided,16,419021899.478529,0.238651,1.238198,80762503.605739,false
12610816366499644757,12079717592018431889,skewed_90_5,4,40578723119,guided,16,334086071.880923,0.299324,1000000,8,1,block,8,8,50000000,50000000,32768,4,guided,16,267800947.181814,0.373412,1.927925,51869233.493388,false
12610816366499644757,12079717592018431889,skewed_90_5,4,40578723119,guided,16,108752240.328402,0.919521,1000000,8,1,cyclic,8,8,50000000,50000000,32768,4,guided,16,354745369.879385,0.281892,1.844954,54201895.601037,false
12610816366499644757,12079717592018431889,skewed_90_5,4,40578723119,guided,4,202379199.101145,0.494122,1000000,4,4,block,4,4,50000000,50000000,32768,4,guided,4,287975389.638295,0.347252,3.115586,32096690.355280,false
12610816366499644757,12079717592018431889,skewed_90_5,4,40578723119,guided,4,504365503.506174,0.198269,1000000,4,4,cyclic,4,4,50000000,50000000,32768,4,guided,4,828563516.191215,0.120691,1.671335,59832415.403013,false
12610816366499644757,12079717592018431889,skewed_90_5,4,40578723119,guided,16,240165034.213450,0.416380,1000000,4,4,block,4,4,50000000,50000000,32768,4,guided,4,290793519.987209,0.343887,3.063778,32639440.328643,false
12610816366499644757,12079717592018431889,skewed_90_5,4,40578723119,guided,16,937740658.617112,0.106639,1000000,4,4,cyclic,4,4,50000000,50000000,32768,4,guided,4,831205681.401248,0.120307,1.616067,61878637.451384,false
12610816366499644757,12079717592018431889,skewed_90_5,4,40578723119,guided,4,201988462.745011,0.495078,1000000,4,4,block,4,4,50000000,50000000,32768,4,guided,16,329005290.500509,0.303946,3.071535,32557014.766560,false
12610816366499644757,12079717592018431889,skewed_90_5,4,40578723119,guided,4,510316879.372005,0.195957,1000000,4,4,cyclic,4,4,50000000,50000000,32768,4,guided,16,973205104.272368,0.102753,1.655241,60414164.427489,false
12610816366499644757,12079717592018431889,skewed_90_5,4,40578723119,guided,16,442001962.269017,0.226243,1000000,4,4,block,4,4,50000000,50000000,32768,4,guided,16,329083049.921839,0.303875,2.806318,35633877.901897,false
12610816366499644757,12079717592018431889,skewed_90_5,4,40578723119,guided,16,909626562.900705,0.109935,1000000,4,4,cyclic,4,4,50000000,50000000,32768,4,guided,16,973671384.335029,0.102704,1.602250,62412236.770180,false
12610816366499644757,12079717592018431889,skewed_90_5,4,40578723119,guided,4,199254339.398221,0.501871,1000000,8,4,block,8,8,50000000,50000000,32768,4,guided,4,303553352.061368,0.329431,2.301155,43456444.353350,false
12610816366499644757,12079717592018431889,skewed_90_5,4,40578723119,guided,4,940492737.685324,0.106327,1000000,8,4,cyclic,8,8,50000000,50000000,32768,4,guided,4,1677693498.633898,0.059606,0.937868,106624774.437855,false
12610816366499644757,12079717592018431889,skewed_90_5,4,40578723119,guided,16,192839183.206058,0.518567,1000000,8,4,block,8,8,50000000,50000000,32768,4,guided,4,303714508.055404,0.329257,2.316151,43175081.841760,false
12610816366499644757,12079717592018431889,skewed_90_5,4,40578723119,guided,16,364910437.263603,0.274040,1000000,8,4,cyclic,8,8,50000000,50000000,32768,4,guided,4,1681108929.423480,0.059485,1.123673,88993895.772075,false
12610816366499644757,12079717592018431889,skewed_90_5,4,40578723119,guided,4,199034067.848010,0.502427,1000000,8,4,block,8,8,50000000,50000000,32768,4,guided,16,352066654.045179,0.284037,2.253981,44365936.658085,false
