checksum1,checksum2,dataset_type,join_count,join_throughput,join_time,max_key,mpi_active_ranks,mpi_nodes,mpi_partition_strategy,mpi_processes,mpi_world_size,nr,ns,partition_throughput,partition_time,time_sec,total_throughput,verified
6185417096973469475,16931092769743058723,uniform,2499986166,218975231.429674,0.456673,1000000,4,1,block,4,4,50000000,50000000,212685708.175373,0.470177,2.730157,36627933.999335,false
6185417096973469475,16931092769743058723,uniform,2499986166,179614323.166592,0.556748,1000000,4,1,cyclic,4,4,50000000,50000000,213420883.489958,0.468558,2.364536,42291598.699923,false
12610816366499644757,12079717592018431889,skewed_90_5,40578723119,59905145.233662,1.669306,1000000,4,1,block,4,4,50000000,50000000,149036856.882293,0.670975,4.437518,22535119.022080,false
12610816366499644757,12079717592018431889,skewed_90_5,40578723119,183196151.598187,0.545863,1000000,4,1,cyclic,4,4,50000000,50000000,418181051.438433,0.239131,2.142711,46669859.722169,false
12347604091913951299,2033051395823430535,skewed_90_1,173507209024,40211775.114552,2.486834,1000000,4,1,block,4,4,50000000,50000000,143161061.042587,0.698514,5.279407,18941519.541670,false
12347604091913951299,2033051395823430535,skewed_90_1,173507209024,120683759.973652,0.828612,1000000,4,1,cyclic,4,4,50000000,50000000,362073182.185228,0.276187,2.473417,40429900.073349,false
6185417096973469475,16931092769743058723,uniform,2499986166,350489288.404348,0.285315,1000000,8,1,block,8,8,50000000,50000000,1012035432.848518,0.098811,1.293683,77298663.054029,false
6185417096973469475,16931092769743058723,uniform,2499986166,351794176.740643,0.284257,1000000,8,1,cyclic,8,8,50000000,50000000,993785058.319777,0.100625,1.066369,93776203.082869,false
12610816366499644757,12079717592018431889,skewed_90_5,40578723119,58712952.200485,1.703202,1000000,8,1,block,8,8,50000000,50000000,148991104.069245,0.671181,3.607431,27720557.023642,false
12610816366499644757,12079717592018431889,skewed_90_5,40578723119,357237552.514570,0.279926,1000000,8,1,cyclic,8,8,50000000,50000000,800677395.758354,0.124894,1.096800,91174322.256851,false
12347604091913951299,2033051395823430535,skewed_90_1,173507209024,41695819.816284,2.398322,1000000,8,1,block,8,8,50000000,50000000,147384333.198551,0.678498,4.326976,23110827.856239,false
12347604091913951299,2033051395823430535,skewed_90_1,173507209024,123203919.188335,0.811662,1000000,8,1,cyclic,8,8,50000000,50000000,389329143.521575,0.256852,1.824602,54806467.815769,false
6185417096973469475,16931092769743058723,uniform,2499986166,260878497.262328,0.383320,1000000,4,4,block,4,4,50000000,50000000,227199973.944858,0.440141,2.569984,38910749.377071,false
6185417096973469475,16931092769743058723,uniform,2499986166,206380970.312974,0.484541,1000000,4,4,cyclic,4,4,50000000,50000000,227033035.151354,0.440465,2.263849,44172548.913879,false
12610816366499644757,12079717592018431889,skewed_90_5,40578723119,62449535.244083,1.601293,1000000,4,4,block,4,4,50000000,50000000,154299383.924392,0.648091,4.536703,22042440.828676,false
12610816366499644757,12079717592018431889,skewed_90_5,40578723119,196375597.439012,0.509228,1000000,4,4,cyclic,4,4,50000000,50000000,449086951.491163,0.222674,2.082530,48018516.041421,false
12347604091913951299,2033051395823430535,skewed_90_1,173507209024,44515784.778603,2.246394,1000000,4,4,block,4,4,50000000,50000000,152801990.462339,0.654442,5.192835,19257302.276665,false
12347604091913951299,2033051395823430535,skewed_90_1,173507209024,127565227.534925,0.783913,1000000,4,4,cyclic,4,4,50000000,50000000,386330980.177463,0.258845,2.410548,41484349.299912,false
6185417096973469475,16931092769743058723,uniform,2499986166,410826492.855938,0.243412,1000000,8,4,block,8,8,50000000,50000000,1116900187.526239,0.089534,1.281901,78009125.071645,false
