checksum1,checksum2,dataset_type,join_chunk,join_count,join_schedule,join_threads,join_throughput,join_time,max_key,mpi_active_ranks,mpi_nodes,mpi_partition_strategy,mpi_processes,mpi_world_size,nr,ns,partition_block_size,partition_chunk,partition_schedule,partition_threads,partition_throughput,partition_time,time_sec,total_throughput,verified
12347604091913951299,2033051395823430535,skewed_90_1,4,173507209024,guided,4,78123622.976534,1.280023,1000000,4,1,block,4,4,50000000,50000000,32768,4,guided,16,302092503.159089,0.331024,3.611151,27692004.183845,false
12347604091913951299,2033051395823430535,skewed_90_1,4,173507209024,guided,4,167293579.075998,0.597752,1000000,4,1,cyclic,4,4,50000000,50000000,32768,4,guided,16,583213664.672842,0.171464,2.164457,46200956.458257,false
12347604091913951299,2033051395823430535,skewed_90_1,4,173507209024,guided,16,93086865.167930,1.074265,1000000,4,1,block,4,4,50000000,50000000,32768,4,guided,16,309193294.427964,0.323422,3.467729,28837316.141098,false
12347604091913951299,2033051395823430535,skewed_90_1,4,173507209024,guided,16,52966182.786956,1.887997,1000000,4,1,cyclic,4,4,50000000,50000000,32768,4,guided,16,466569579.478711,0.214330,3.478738,28746057.508764,false
12347604091913951299,2033051395823430535,skewed_90_1,4,173507209024,guided,4,78260323.671041,1.277787,1000000,8,1,block,8,8,50000000,50000000,32768,4,guided,4,261833093.656993,0.381923,2.889392,34609361.862444,false
12347604091913951299,2033051395823430535,skewed_90_1,4,173507209024,guided,4,114934270.455406,0.870063,1000000,8,1,cyclic,8,8,50000000,50000000,32768,4,guided,4,612881939.802805,0.163164,1.805746,55378781.505774,false
12347604091913951299,2033051395823430535,skewed_90_1,4,173507209024,guided,16,85106583.406222,1.174997,1000000,8,1,block,8,8,50000000,50000000,32768,4,guided,4,277311905.037143,0.360605,2.780328,35966982.833463,false
12347604091913951299,2033051395823430535,skewed_90_1,4,173507209024,guided,16,47915517.094561,2.087007,1000000,8,1,cyclic,8,8,50000000,50000000,32768,4,guided,4,596130769.551584,0.167748,3.023587,33073300.557948,false
12347604091913951299,2033051395823430535,skewed_90_1,4,173507209024,guided,4,77655970.341906,1.287731,1000000,8,1,block,8,8,50000000,50000000,32768,4,guided,16,271905932.811559,0.367774,2.889541,34607577.260055,false
12347604091913951299,2033051395823430535,skewed_90_1,4,173507209024,guided,4,161503433.501150,0.619182,1000000,8,1,cyclic,8,8,50000000,50000000,32768,4,guided,16,412672107.582137,0.242323,1.644904,60793814.011023,false
